orig_branch,dest_branch,lh_product_desc,total_legs
NCS,UTN,NCS-UTN-ECONOMY,9
NCS,UTN,NCS-UTN-EXPRESS,9
NCS,UTT,NCS-UTT-ECONOMY,12
NCS,UTT,NCS-UTT-EXPRESS,12
NCS,VDB,NCS-VDB-ECONOMY,14
NCS,VDB,NCS-VDB-EXPRESS,14
NCS,NAM,NCS-NAM-ECONOMY,14
NCS,NAM,NCS-NAM-EXPRESS,14
NCS,WIT,NCS-WIT-ECONOMY,6
NCS,WIT,NCS-WIT-EXPRESS,6
NLP,BTH,NLP-BTH-ECONOMY,7
NLP,BTH,NLP-BTH-EXPRESS,7
NLP,BFN,NLP-BFN-ECONOMY,8
NLP,BFN,NLP-BFN-EXPRESS,8
NLP,CDO,NLP-CDO-ECONOMY,12
NLP,CDO,NLP-CDO-EXPRESS,12
NLP,CPT,NLP-CPT-ECONOMY,12
NLP,CPT,NLP-CPT-EXPRESS,12
NLP,DUR,NLP-DUR-ECONOMY,8
NLP,DUR,NLP-DUR-EXPRESS,8
NLP,ELS,NLP-ELS-ECONOMY,9
NLP,ELS,NLP-ELS-EXPRESS,9
NLP,EMG,NLP-EMG-ECONOMY,10
NLP,EMG,NLP-EMG-EXPRESS,10
NLP,BWA,NLP-BWA-ECONOMY,10
NLP,BWA,NLP-BWA-EXPRESS,10
NLP,GRJ,NLP-GRJ-ECONOMY,13
NLP,GRJ,NLP-GRJ-EXPRESS,11
NLP,ZAY,NLP-ZAY-ECONOMY,4
NLP,ZAY,NLP-ZAY-EXPRESS,4
NLP,KIM,NLP-KIM-ECONOMY,8
NLP,KIM,NLP-KIM-EXPRESS,8
NLP,KXE,NLP-KXE-ECONOMY,6
NLP,KXE,NLP-KXE-EXPRESS,6
NLP,SWZ,NLP-SWZ-ECONOMY,10
NLP,SWZ,NLP-SWZ-EXPRESS,10
NLP,LSO,NLP-LSO-ECONOMY,13
NLP,LSO,NLP-LSO-EXPRESS,13
NLP,SWZ,NLP-SWZ-ECONOMY,10
NLP,SWZ,NLP-SWZ-EXPRESS,10
NLP,NCS,NLP-NCS-ECONOMY,7
NLP,NCS,NLP-NCS-EXPRESS,7
NLP,NLP,NLP-NLP-ECONOMY,1
NLP,NLP,NLP-NLP-EXPRESS,1
NLP,PLZ,NLP-PLZ-ECONOMY,10
NLP,PLZ,NLP-PLZ-EXPRESS,10
NLP,ZCK,NLP-ZCK-ECONOMY,10
NLP,ZCK,NLP-ZCK-EXPRESS,10
NLP,POL,NLP-POL-ECONOMY,7
NLP,POL,NLP-POL-EXPRESS,7
NLP,PZB,NLP-PZB-ECONOMY,8
NLP,PZB,NLP-PZB-EXPRESS,8
NLP,RSB,NLP-RSB-ECONOMY,6
NLP,RSB,NLP-RSB-EXPRESS,6
NLP,UTN,NLP-UTN-ECONOMY,9
NLP,UTN,NLP-UTN-EXPRESS,9
NLP,UTT,NLP-UTT-ECONOMY,12
NLP,UTT,NLP-UTT-EXPRESS,12
NLP,VDB,NLP-VDB-ECONOMY,14
NLP,VDB,NLP-VDB-EXPRESS,14
NLP,NAM,NLP-NAM-ECONOMY,14
NLP,NAM,NLP-NAM-EXPRESS,14
NLP,WIT,NLP-WIT-ECONOMY,6
NLP,WIT,NLP-WIT-EXPRESS,6
PLZ,BTH,PLZ-BTH-ECONOMY,10
PLZ,BTH,PLZ-BTH-EXPRESS,10
PLZ,BFN,PLZ-BFN-ECONOMY,5
PLZ,BFN,PLZ-BFN-EXPRESS,5
PLZ,CDO,PLZ-CDO-ECONOMY,3
PLZ,CDO,PLZ-CDO-EXPRESS,3
PLZ,CPT,PLZ-CPT-ECONOMY,6
PLZ,CPT,PLZ-CPT-EXPRESS,6
PLZ,DUR,PLZ-DUR-ECONOMY,11
PLZ,DUR,PLZ-DUR-EXPRESS,6
PLZ,ELS,PLZ-ELS-ECONOMY,4
PLZ,ELS,PLZ-ELS-EXPRESS,4
PLZ,EMG,PLZ-EMG-ECONOMY,13
PLZ,EMG,PLZ-EMG-EXPRESS,8
PLZ,BWA,PLZ-BWA-ECONOMY,13
PLZ,BWA,PLZ-BWA-EXPRESS,13
PLZ,GRJ,PLZ-GRJ-ECONOMY,4
PLZ,GRJ,PLZ-GRJ-EXPRESS,4
PLZ,ZAY,PLZ-ZAY-ECONOMY,7
PLZ,ZAY,PLZ-ZAY-EXPRESS,7
PLZ,KIM,PLZ-KIM-ECONOMY,11
PLZ,KIM,PLZ-KIM-EXPRESS,11
PLZ,KXE,PLZ-KXE-ECONOMY,9
PLZ,KXE,PLZ-KXE-EXPRESS,9
PLZ,SWZ,PLZ-SWZ-ECONOMY,13
PLZ,SWZ,PLZ-SWZ-EXPRESS,13
PLZ,LSO,PLZ-LSO-ECONOMY,12
PLZ,LSO,PLZ-LSO-EXPRESS,12
PLZ,SWZ,PLZ-SWZ-ECONOMY,13
PLZ,SWZ,PLZ-SWZ-EXPRESS,13
PLZ,NCS,PLZ-NCS-ECONOMY,10
PLZ,NCS,PLZ-NCS-EXPRESS,10
PLZ,NLP,PLZ-NLP-ECONOMY,10
PLZ,NLP,PLZ-NLP-EXPRESS,10
PLZ,PLZ,PLZ-PLZ-ECONOMY,1
PLZ,PLZ,PLZ-PLZ-EXPRESS,1
PLZ,ZCK,PLZ-ZCK-ECONOMY,13
PLZ,ZCK,PLZ-ZCK-EXPRESS,8
PLZ,POL,PLZ-POL-ECONOMY,10
PLZ,POL,PLZ-POL-EXPRESS,10
PLZ,PZB,PLZ-PZB-ECONOMY,11
PLZ,PZB,PLZ-PZB-EXPRESS,11
PLZ,RSB,PLZ-RSB-ECONOMY,9
PLZ,RSB,PLZ-RSB-EXPRESS,9
PLZ,UTN,PLZ-UTN-ECONOMY,12
PLZ,UTN,PLZ-UTN-EXPRESS,12
PLZ,UTT,PLZ-UTT-ECONOMY,7
PLZ,UTT,PLZ-UTT-EXPRESS,7
PLZ,VDB,PLZ-VDB-ECONOMY,8
PLZ,VDB,PLZ-VDB-EXPRESS,8
PLZ,NAM,PLZ-NAM-ECONOMY,17
PLZ,NAM,PLZ-NAM-EXPRESS,17
PLZ,WIT,PLZ-WIT-ECONOMY,9
PLZ,WIT,PLZ-WIT-EXPRESS,9
ZCK,BTH,ZCK-BTH-ECONOMY,10
ZCK,BTH,ZCK-BTH-EXPRESS,10
ZCK,BFN,ZCK-BFN-ECONOMY,11
ZCK,BFN,ZCK-BFN-EXPRESS,11
ZCK,CDO,ZCK-CDO-ECONOMY,10
ZCK,CDO,ZCK-CDO-EXPRESS,10
ZCK,CPT,ZCK-CPT-ECONOMY,11
ZCK,CPT,ZCK-CPT-EXPRESS,11
ZCK,DUR,ZCK-DUR-ECONOMY,3
ZCK,DUR,ZCK-DUR-EXPRESS,3
ZCK,ELS,ZCK-ELS-ECONOMY,7
ZCK,ELS,ZCK-ELS-EXPRESS,7
ZCK,EMG,ZCK-EMG-ECONOMY,5
ZCK,EMG,ZCK-EMG-EXPRESS,5
ZCK,BWA,ZCK-BWA-ECONOMY,13
ZCK,BWA,ZCK-BWA-EXPRESS,13
ZCK,GRJ,ZCK-GRJ-ECONOMY,11
ZCK,GRJ,ZCK-GRJ-EXPRESS,9
ZCK,ZAY,ZCK-ZAY-ECONOMY,7
ZCK,ZAY,ZCK-ZAY-EXPRESS,7
ZCK,KIM,ZCK-KIM-ECONOMY,11
ZCK,KIM,ZCK-KIM-EXPRESS,11
ZCK,KXE,ZCK-KXE-ECONOMY,9
ZCK,KXE,ZCK-KXE-EXPRESS,9
ZCK,SWZ,ZCK-SWZ-ECONOMY,13
ZCK,SWZ,ZCK-SWZ-EXPRESS,13
ZCK,LSO,ZCK-LSO-ECONOMY,16
ZCK,LSO,ZCK-LSO-EXPRESS,16
ZCK,SWZ,ZCK-SWZ-ECONOMY,13
ZCK,SWZ,ZCK-SWZ-EXPRESS,13
ZCK,NCS,ZCK-NCS-ECONOMY,10
ZCK,NCS,ZCK-NCS-EXPRESS,10
ZCK,NLP,ZCK-NLP-ECONOMY,10
ZCK,NLP,ZCK-NLP-EXPRESS,10
ZCK,PLZ,ZCK-PLZ-ECONOMY,8
ZCK,PLZ,ZCK-PLZ-EXPRESS,8
ZCK,ZCK,ZCK-ZCK-ECONOMY,1
ZCK,ZCK,ZCK-ZCK-EXPRESS,1
ZCK,POL,ZCK-POL-ECONOMY,10
ZCK,POL,ZCK-POL-EXPRESS,10
ZCK,PZB,ZCK-PZB-ECONOMY,5
ZCK,PZB,ZCK-PZB-EXPRESS,5
ZCK,RSB,ZCK-RSB-ECONOMY,9
ZCK,RSB,ZCK-RSB-EXPRESS,9
ZCK,UTN,ZCK-UTN-ECONOMY,12
ZCK,UTN,ZCK-UTN-EXPRESS,12
ZCK,UTT,ZCK-UTT-ECONOMY,10
ZCK,UTT,ZCK-UTT-EXPRESS,10
ZCK,VDB,ZCK-VDB-ECONOMY,13
ZCK,VDB,ZCK-VDB-EXPRESS,13
ZCK,NAM,ZCK-NAM-ECONOMY,17
ZCK,NAM,ZCK-NAM-EXPRESS,17
ZCK,WIT,ZCK-WIT-ECONOMY,9
ZCK,WIT,ZCK-WIT-EXPRESS,9
POL,BTH,POL-BTH-ECONOMY,7
POL,BTH,POL-BTH-EXPRESS,7
POL,BFN,POL-BFN-ECONOMY,8
POL,BFN,POL-BFN-EXPRESS,8
POL,CDO,POL-CDO-ECONOMY,12
POL,CDO,POL-CDO-EXPRESS,12
POL,CPT,POL-CPT-ECONOMY,12
POL,CPT,POL-CPT-EXPRESS,12
POL,DUR,POL-DUR-ECONOMY,8
POL,DUR,POL-DUR-EXPRESS,8
POL,ELS,POL-ELS-ECONOMY,9
POL,ELS,POL-ELS-EXPRESS,9
POL,EMG,POL-EMG-ECONOMY,10
POL,EMG,POL-EMG-EXPRESS,10
POL,BWA,POL-BWA-ECONOMY,10
POL,BWA,POL-BWA-EXPRESS,10
POL,GRJ,POL-GRJ-ECONOMY,13
POL,GRJ,POL-GRJ-EXPRESS,11
POL,ZAY,POL-ZAY-ECONOMY,4
POL,ZAY,POL-ZAY-EXPRESS,4
POL,KIM,POL-KIM-ECONOMY,8
POL,KIM,POL-KIM-EXPRESS,8
POL,KXE,POL-KXE-ECONOMY,6
POL,KXE,POL-KXE-EXPRESS,6
POL,SWZ,POL-SWZ-ECONOMY,10
POL,SWZ,POL-SWZ-EXPRESS,10
POL,LSO,POL-LSO-ECONOMY,13
POL,LSO,POL-LSO-EXPRESS,13
POL,SWZ,POL-SWZ-ECONOMY,10
POL,SWZ,POL-SWZ-EXPRESS,10
POL,NCS,POL-NCS-ECONOMY,7
POL,NCS,POL-NCS-EXPRESS,7
POL,NLP,POL-NLP-ECONOMY,7
POL,NLP,POL-NLP-EXPRESS,7
POL,PLZ,POL-PLZ-ECONOMY,10
POL,PLZ,POL-PLZ-EXPRESS,10
POL,ZCK,POL-ZCK-ECONOMY,10
POL,ZCK,POL-ZCK-EXPRESS,10
POL,POL,POL-POL-ECONOMY,1
POL,POL,POL-POL-EXPRESS,1
POL,PZB,POL-PZB-ECONOMY,8
POL,PZB,POL-PZB-EXPRESS,8
POL,RSB,POL-RSB-ECONOMY,6
POL,RSB,POL-RSB-EXPRESS,6
POL,UTN,POL-UTN-ECONOMY,9
POL,UTN,POL-UTN-EXPRESS,9
POL,UTT,POL-UTT-ECONOMY,12
POL,UTT,POL-UTT-EXPRESS,12
POL,VDB,POL-VDB-ECONOMY,14
POL,VDB,POL-VDB-EXPRESS,14
POL,NAM,POL-NAM-ECONOMY,14
POL,NAM,POL-NAM-EXPRESS,14
POL,WIT,POL-WIT-ECONOMY,6
POL,WIT,POL-WIT-EXPRESS,6
PZB,BTH,PZB-BTH-ECONOMY,8
PZB,BTH,PZB-BTH-EXPRESS,8
PZB,BFN,PZB-BFN-ECONOMY,9
PZB,BFN,PZB-BFN-EXPRESS,7
PZB,CDO,PZB-CDO-ECONOMY,10
PZB,CDO,PZB-CDO-EXPRESS,10
PZB,CPT,PZB-CPT-ECONOMY,11
PZB,CPT,PZB-CPT-EXPRESS,11
PZB,DUR,PZB-DUR-ECONOMY,3
PZB,DUR,PZB-DUR-EXPRESS,3
PZB,ELS,PZB-ELS-ECONOMY,7
PZB,ELS,PZB-ELS-EXPRESS,7
PZB,EMG,PZB-EMG-ECONOMY,5
PZB,EMG,PZB-EMG-EXPRESS,5
PZB,BWA,PZB-BWA-ECONOMY,8
PZB,BWA,PZB-BWA-EXPRESS,8
PZB,GRJ,PZB-GRJ-ECONOMY,11
PZB,GRJ,PZB-GRJ-EXPRESS,9
PZB,ZAY,PZB-ZAY-ECONOMY,5
PZB,ZAY,PZB-ZAY-EXPRESS,5
PZB,KIM,PZB-KIM-ECONOMY,9
PZB,KIM,PZB-KIM-EXPRESS,9
PZB,KXE,PZB-KXE-ECONOMY,7
PZB,KXE,PZB-KXE-EXPRESS,7
PZB,SWZ,PZB-SWZ-ECONOMY,8
PZB,SWZ,PZB-SWZ-EXPRESS,8
PZB,LSO,PZB-LSO-ECONOMY,11
PZB,LSO,PZB-LSO-EXPRESS,11
PZB,NCS,PZB-NCS-ECONOMY,8
PZB,NCS,PZB-NCS-EXPRESS,8
PZB,NLP,PZB-NLP-ECONOMY,8
PZB,NLP,PZB-NLP-EXPRESS,8
PZB,PLZ,PZB-PLZ-ECONOMY,8
PZB,PLZ,PZB-PLZ-EXPRESS,8
PZB,ZCK,PZB-ZCK-ECONOMY,5
PZB,ZCK,PZB-ZCK-EXPRESS,5
PZB,POL,PZB-POL-ECONOMY,8
PZB,POL,PZB-POL-EXPRESS,8
PZB,PZB,PZB-PZB-ECONOMY,1
PZB,PZB,PZB-PZB-EXPRESS,1
PZB,RSB,PZB-RSB-ECONOMY,7
PZB,RSB,PZB-RSB-EXPRESS,7
PZB,UTN,PZB-UTN-ECONOMY,10
PZB,UTN,PZB-UTN-EXPRESS,10
PZB,UTT,PZB-UTT-ECONOMY,10
PZB,UTT,PZB-UTT-EXPRESS,10
PZB,VDB,PZB-VDB-ECONOMY,13
PZB,VDB,PZB-VDB-EXPRESS,13
PZB,NAM,PZB-NAM-ECONOMY,12
PZB,NAM,PZB-NAM-EXPRESS,12
PZB,WIT,PZB-WIT-ECONOMY,7
PZB,WIT,PZB-WIT-EXPRESS,7
RSB,BTH,RSB-BTH-ECONOMY,6
RSB,BTH,RSB-BTH-EXPRESS,6
RSB,BFN,RSB-BFN-ECONOMY,7
RSB,BFN,RSB-BFN-EXPRESS,7
RSB,CDO,RSB-CDO-ECONOMY,11
RSB,CDO,RSB-CDO-EXPRESS,11
RSB,CPT,RSB-CPT-ECONOMY,11
RSB,CPT,RSB-CPT-EXPRESS,11
RSB,DUR,RSB-DUR-ECONOMY,7
RSB,DUR,RSB-DUR-EXPRESS,7
RSB,ELS,RSB-ELS-ECONOMY,8
RSB,ELS,RSB-ELS-EXPRESS,8
RSB,EMG,RSB-EMG-ECONOMY,9
RSB,EMG,RSB-EMG-EXPRESS,9
RSB,BWA,RSB-BWA-ECONOMY,9
RSB,BWA,RSB-BWA-EXPRESS,9
RSB,GRJ,RSB-GRJ-ECONOMY,12
RSB,GRJ,RSB-GRJ-EXPRESS,10
RSB,ZAY,RSB-ZAY-ECONOMY,3
RSB,ZAY,RSB-ZAY-EXPRESS,3
RSB,KIM,RSB-KIM-ECONOMY,7
RSB,KIM,RSB-KIM-EXPRESS,7
RSB,KXE,RSB-KXE-ECONOMY,5
RSB,KXE,RSB-KXE-EXPRESS,5
RSB,SWZ,RSB-SWZ-ECONOMY,9
RSB,SWZ,RSB-SWZ-EXPRESS,9
RSB,LSO,RSB-LSO-ECONOMY,12
RSB,LSO,RSB-LSO-EXPRESS,12
RSB,SWZ,RSB-SWZ-ECONOMY,9
RSB,SWZ,RSB-SWZ-EXPRESS,9
RSB,NCS,RSB-NCS-ECONOMY,6
RSB,NCS,RSB-NCS-EXPRESS,6
RSB,NLP,RSB-NLP-ECONOMY,6
RSB,NLP,RSB-NLP-EXPRESS,6
RSB,PLZ,RSB-PLZ-ECONOMY,9
RSB,PLZ,RSB-PLZ-EXPRESS,9
RSB,ZCK,RSB-ZCK-ECONOMY,9
RSB,ZCK,RSB-ZCK-EXPRESS,9
RSB,POL,RSB-POL-ECONOMY,6
RSB,POL,RSB-POL-EXPRESS,6
RSB,PZB,RSB-PZB-ECONOMY,7
RSB,PZB,RSB-PZB-EXPRESS,7
RSB,RSB,RSB-RSB-ECONOMY,1
RSB,RSB,RSB-RSB-EXPRESS,1
RSB,UTN,RSB-UTN-ECONOMY,8
RSB,UTN,RSB-UTN-EXPRESS,8
RSB,UTT,RSB-UTT-ECONOMY,11
RSB,UTT,RSB-UTT-EXPRESS,11
RSB,VDB,RSB-VDB-ECONOMY,13
RSB,VDB,RSB-VDB-EXPRESS,13
RSB,NAM,RSB-NAM-ECONOMY,13
RSB,NAM,RSB-NAM-EXPRESS,13
RSB,WIT,RSB-WIT-ECONOMY,5
RSB,WIT,RSB-WIT-EXPRESS,5
UTN,BTH,UTN-BTH-ECONOMY,9
UTN,BTH,UTN-BTH-EXPRESS,9
UTN,BFN,UTN-BFN-ECONOMY,10
UTN,BFN,UTN-BFN-EXPRESS,10
UTN,CDO,UTN-CDO-ECONOMY,14
UTN,CDO,UTN-CDO-EXPRESS,14
UTN,CPT,UTN-CPT-ECONOMY,14
UTN,CPT,UTN-CPT-EXPRESS,14
UTN,DUR,UTN-DUR-ECONOMY,10
UTN,DUR,UTN-DUR-EXPRESS,10
UTN,ELS,UTN-ELS-ECONOMY,11
UTN,ELS,UTN-ELS-EXPRESS,11
UTN,EMG,UTN-EMG-ECONOMY,12
UTN,EMG,UTN-EMG-EXPRESS,12
UTN,BWA,UTN-BWA-ECONOMY,12
UTN,BWA,UTN-BWA-EXPRESS,12
UTN,GRJ,UTN-GRJ-ECONOMY,15
UTN,GRJ,UTN-GRJ-EXPRESS,13
UTN,ZAY,UTN-ZAY-ECONOMY,6
UTN,ZAY,UTN-ZAY-EXPRESS,6
UTN,KIM,UTN-KIM-ECONOMY,10
UTN,KIM,UTN-KIM-EXPRESS,10
UTN,KXE,UTN-KXE-ECONOMY,8
UTN,KXE,UTN-KXE-EXPRESS,8
UTN,SWZ,UTN-SWZ-ECONOMY,12
UTN,SWZ,UTN-SWZ-EXPRESS,12
UTN,LSO,UTN-LSO-ECONOMY,15
UTN,LSO,UTN-LSO-EXPRESS,15
UTN,SWZ,UTN-SWZ-ECONOMY,12
UTN,SWZ,UTN-SWZ-EXPRESS,12
UTN,NCS,UTN-NCS-ECONOMY,9
UTN,NCS,UTN-NCS-EXPRESS,9
UTN,NLP,UTN-NLP-ECONOMY,9
UTN,NLP,UTN-NLP-EXPRESS,9
UTN,PLZ,UTN-PLZ-ECONOMY,12
UTN,PLZ,UTN-PLZ-EXPRESS,12
UTN,ZCK,UTN-ZCK-ECONOMY,12
UTN,ZCK,UTN-ZCK-EXPRESS,12
UTN,POL,UTN-POL-ECONOMY,9
UTN,POL,UTN-POL-EXPRESS,9
UTN,PZB,UTN-PZB-ECONOMY,10
UTN,PZB,UTN-PZB-EXPRESS,10
UTN,RSB,UTN-RSB-ECONOMY,8
UTN,RSB,UTN-RSB-EXPRESS,8
UTN,UTN,UTN-UTN-ECONOMY,1
UTN,UTN,UTN-UTN-EXPRESS,1
UTN,UTT,UTN-UTT-ECONOMY,14
UTN,UTT,UTN-UTT-EXPRESS,14
UTN,VDB,UTN-VDB-ECONOMY,16
UTN,VDB,UTN-VDB-EXPRESS,16
UTN,NAM,UTN-NAM-ECONOMY,16
UTN,NAM,UTN-NAM-EXPRESS,16
UTN,WIT,UTN-WIT-ECONOMY,8
UTN,WIT,UTN-WIT-EXPRESS,8
UTT,BTH,UTT-BTH-ECONOMY,12
UTT,BTH,UTT-BTH-EXPRESS,12
UTT,BFN,UTT-BFN-ECONOMY,8
UTT,BFN,UTT-BFN-EXPRESS,8
UTT,CDO,UTT-CDO-ECONOMY,9
UTT,CDO,UTT-CDO-EXPRESS,9
UTT,CPT,UTT-CPT-ECONOMY,12
UTT,CPT,UTT-CPT-EXPRESS,10
UTT,DUR,UTT-DUR-ECONOMY,8
UTT,DUR,UTT-DUR-EXPRESS,8
UTT,ELS,UTT-ELS-ECONOMY,4
UTT,ELS,UTT-ELS-EXPRESS,4
UTT,EMG,UTT-EMG-ECONOMY,10
UTT,EMG,UTT-EMG-EXPRESS,10
UTT,BWA,UTT-BWA-ECONOMY,12
UTT,BWA,UTT-BWA-EXPRESS,12
UTT,GRJ,UTT-GRJ-ECONOMY,10
UTT,GRJ,UTT-GRJ-EXPRESS,10
UTT,ZAY,UTT-ZAY-ECONOMY,9
UTT,ZAY,UTT-ZAY-EXPRESS,9
UTT,KIM,UTT-KIM-ECONOMY,13
UTT,KIM,UTT-KIM-EXPRESS,13
UTT,KXE,UTT-KXE-ECONOMY,11
UTT,KXE,UTT-KXE-EXPRESS,11
UTT,SWZ,UTT-SWZ-ECONOMY,12
UTT,SWZ,UTT-SWZ-EXPRESS,12
UTT,LSO,UTT-LSO-ECONOMY,12
UTT,LSO,UTT-LSO-EXPRESS,12
UTT,NCS,UTT-NCS-ECONOMY,12
UTT,NCS,UTT-NCS-EXPRESS,12
UTT,NLP,UTT-NLP-ECONOMY,12
UTT,NLP,UTT-NLP-EXPRESS,12
UTT,PLZ,UTT-PLZ-ECONOMY,7
UTT,PLZ,UTT-PLZ-EXPRESS,7
UTT,ZCK,UTT-ZCK-ECONOMY,10
UTT,ZCK,UTT-ZCK-EXPRESS,10
UTT,POL,UTT-POL-ECONOMY,12
UTT,POL,UTT-POL-EXPRESS,12
UTT,PZB,UTT-PZB-ECONOMY,10
UTT,PZB,UTT-PZB-ECONOMY,10
UTT,RSB,UTT-RSB-ECONOMY,11
UTT,RSB,UTT-RSB-EXPRESS,11
UTT,UTN,UTT-UTN-ECONOMY,14
UTT,UTN,UTT-UTN-EXPRESS,14
UTT,UTT,UTT-UTT-ECONOMY,1
UTT,UTT,UTT-UTT-EXPRESS,1
UTT,VDB,UTT-VDB-ECONOMY,12
UTT,VDB,UTT-VDB-EXPRESS,12
UTT,NAM,UTT-NAM-ECONOMY,16
UTT,NAM,UTT-NAM-EXPRESS,16
UTT,WIT,UTT-WIT-ECONOMY,11
UTT,WIT,UTT-WIT-EXPRESS,11
VDB,BTH,VDB-BTH-ECONOMY,14
VDB,BTH,VDB-BTH-EXPRESS,12
VDB,BFN,VDB-BFN-ECONOMY,15
VDB,BFN,VDB-BFN-EXPRESS,9
VDB,CDO,VDB-CDO-ECONOMY,10
VDB,CDO,VDB-CDO-EXPRESS,10
VDB,CPT,VDB-CPT-ECONOMY,3
VDB,CPT,VDB-CPT-EXPRESS,3
VDB,DUR,VDB-DUR-ECONOMY,11
VDB,DUR,VDB-DUR-EXPRESS,11
VDB,ELS,VDB-ELS-ECONOMY,11
VDB,ELS,VDB-ELS-EXPRESS,9
VDB,EMG,VDB-EMG-ECONOMY,13
VDB,EMG,VDB-EMG-EXPRESS,13
VDB,BWA,VDB-BWA-ECONOMY,17
VDB,BWA,VDB-BWA-EXPRESS,17
VDB,GRJ,VDB-GRJ-ECONOMY,6
VDB,GRJ,VDB-GRJ-EXPRESS,6
VDB,ZAY,VDB-ZAY-ECONOMY,11
VDB,ZAY,VDB-ZAY-EXPRESS,11
VDB,KIM,VDB-KIM-ECONOMY,15
VDB,KIM,VDB-KIM-EXPRESS,15
VDB,KXE,VDB-KXE-ECONOMY,13
VDB,KXE,VDB-KXE-EXPRESS,13
VDB,SWZ,VDB-SWZ-ECONOMY,17
VDB,SWZ,VDB-SWZ-EXPRESS,17
VDB,LSO,VDB-LSO-ECONOMY,17
VDB,LSO,VDB-LSO-EXPRESS,16
VDB,SWZ,VDB-SWZ-ECONOMY,17
VDB,SWZ,VDB-SWZ-EXPRESS,17
VDB,NCS,VDB-NCS-ECONOMY,14
VDB,NCS,VDB-NCS-EXPRESS,14
VDB,NLP,VDB-NLP-ECONOMY,14
VDB,NLP,VDB-NLP-EXPRESS,14
VDB,PLZ,VDB-PLZ-ECONOMY,8
VDB,PLZ,VDB-PLZ-EXPRESS,8
VDB,ZCK,VDB-ZCK-ECONOMY,13
VDB,ZCK,VDB-ZCK-EXPRESS,13
VDB,POL,VDB-POL-ECONOMY,14
VDB,POL,VDB-POL-EXPRESS,14
VDB,PZB,VDB-PZB-ECONOMY,13
VDB,PZB,VDB-PZB-EXPRESS,13
VDB,RSB,VDB-RSB-ECONOMY,13
VDB,RSB,VDB-RSB-EXPRESS,13
VDB,UTN,VDB-UTN-ECONOMY,16
VDB,UTN,VDB-UTN-EXPRESS,16
VDB,UTT,VDB-UTT-ECONOMY,14
VDB,UTT,VDB-UTT-EXPRESS,12
VDB,VDB,VDB-VDB-ECONOMY,1
VDB,VDB,VDB-VDB-EXPRESS,1
VDB,NAM,VDB-NAM-ECONOMY,21
VDB,NAM,VDB-NAM-EXPRESS,21
VDB,WIT,VDB-WIT-ECONOMY,13
VDB,WIT,VDB-WIT-EXPRESS,13
NAM,BTH,NAM-BTH-ECONOMY,16
NAM,BTH,NAM-BTH-EXPRESS,16
NAM,BFN,NAM-BFN-ECONOMY,15
NAM,BFN,NAM-BFN-EXPRESS,15
NAM,CDO,NAM-CDO-ECONOMY,19
NAM,CDO,NAM-CDO-EXPRESS,19
NAM,CPT,NAM-CPT-ECONOMY,19
NAM,CPT,NAM-CPT-EXPRESS,19
NAM,DUR,NAM-DUR-ECONOMY,15
NAM,DUR,NAM-DUR-EXPRESS,15
NAM,ELS,NAM-ELS-ECONOMY,16
NAM,ELS,NAM-ELS-EXPRESS,16
NAM,EMG,NAM-EMG-ECONOMY,17
NAM,EMG,NAM-EMG-EXPRESS,17
NAM,BWA,NAM-BWA-ECONOMY,14
NAM,BWA,NAM-BWA-EXPRESS,14
NAM,GRJ,NAM-GRJ-ECONOMY,20
NAM,GRJ,NAM-GRJ-EXPRESS,19
NAM,ZAY,NAM-ZAY-ECONOMY,8
NAM,ZAY,NAM-ZAY-EXPRESS,8
NAM,KIM,NAM-KIM-ECONOMY,15
NAM,KIM,NAM-KIM-EXPRESS,15
NAM,KXE,NAM-KXE-ECONOMY,13
NAM,KXE,NAM-KXE-EXPRESS,13
NAM,SWZ,NAM-SWZ-ECONOMY,14
NAM,SWZ,NAM-SWZ-EXPRESS,14
NAM,LSO,NAM-LSO-ECONOMY,17
NAM,LSO,NAM-LSO-EXPRESS,17
NAM,SWZ,NAM-SWZ-ECONOMY,14
NAM,SWZ,NAM-SWZ-EXPRESS,14
NAM,NCS,NAM-NCS-ECONOMY,14
NAM,NCS,NAM-NCS-EXPRESS,14
NAM,NLP,NAM-NLP-ECONOMY,14
NAM,NLP,NAM-NLP-EXPRESS,14
NAM,PLZ,NAM-PLZ-ECONOMY,17
NAM,PLZ,NAM-PLZ-EXPRESS,17
NAM,ZCK,NAM-ZCK-ECONOMY,17
NAM,ZCK,NAM-ZCK-EXPRESS,17
NAM,POL,NAM-POL-ECONOMY,14
NAM,POL,NAM-POL-EXPRESS,14
NAM,PZB,NAM-PZB-ECONOMY,12
NAM,PZB,NAM-PZB-EXPRESS,12
NAM,RSB,NAM-RSB-ECONOMY,13
NAM,RSB,NAM-RSB-EXPRESS,13
NAM,UTN,NAM-UTN-ECONOMY,16
NAM,UTN,NAM-UTN-EXPRESS,16
NAM,UTT,NAM-UTT-ECONOMY,16
NAM,UTT,NAM-UTT-EXPRESS,16
NAM,VDB,NAM-VDB-ECONOMY,21
NAM,VDB,NAM-VDB-EXPRESS,21
NAM,NAM,NAM-NAM-ECONOMY,4
NAM,NAM,NAM-NAM-EXPRESS,4
NAM,WIT,NAM-WIT-ECONOMY,13
NAM,WIT,NAM-WIT-EXPRESS,13
WIT,BTH,WIT-BTH-ECONOMY,6
